category,item_price_brl,avg_review_score
watches_gifts,135.06,5.0
baby,134.9,3.0
bed_bath_table,34.9,5.0
bed_bath_table,34.9,5.0
computers_accessories,124.9,4.0
fashion_bags_accessories,55.9,1.0
baby,128.8,1.0
market_place,49.9,5.0
furniture_decor,99.9,4.0
housewares,129.0,1.0
bed_bath_table,203.99,1.0
electronics,35.0,5.0
bed_bath_table,148.0,5.0
electronics,9.5,4.0
sports_leisure,49.99,5.0
pet_shop,158.99,5.0
cool_stuff,35.0,5.0
toys,38.8,5.0
bed_bath_table,74.99,5.0
bed_bath_table,163.99,5.0
garden_tools,69.0,5.0
construction_tools_lights,599.99,5.0
computers_accessories,28.9,5.0
baby,48.9,1.0
bed_bath_table,19.97,5.0
computers_accessories,59.49,5.0
sports_leisure,29.0,5.0
perfumery,118.0,5.0
pet_shop,42.99,5.0
sports_leisure,209.99,5.0
computers_accessories,149.0,5.0
computers_accessories,89.8,5.0
computers_accessories,89.8,5.0
housewares,28.9,1.0
computers_accessories,99.0,5.0
cool_stuff,281.89,3.0
health_beauty,330.0,5.0
drinks,74.49,1.0
furniture_decor,39.9,5.0
construction_tools_construction,45.97,5.0
construction_tools_construction,45.97,5.0
perfumery,250.9,1.0
construction_tools_construction,379.0,3.0
pet_shop,36.99,5.0
sports_leisure,130.0,2.0
watches_gifts,55.0,5.0
garden_tools,19.99,5.0
books_general_interest,30.0,5.0
health_beauty,110.32,5.0
health_beauty,39.99,2.0
watches_gifts,218.99,5.0
toys,141.9,5.0
garden_tools,49.0,5.0
baby,29.9,4.0
bed_bath_table,205.0,5.0
health_beauty,110.32,5.0
health_beauty,110.32,5.0
telephony,18.99,4.0
watches_gifts,102.0,5.0
perfumery,129.9,5.0
housewares,359.9,5.0
furniture_decor,48.9,4.0
perfumery,53.99,5.0
perfumery,69.9,3.0
watches_gifts,34.9,1.0
stationery,94.0,5.0
audio,56.9,5.0
housewares,56.89,5.0
cool_stuff,99.9,5.0
telephony,24.99,3.0
telephony,29.99,3.0
furniture_decor,49.9,1.0
computers_accessories,14.99,5.0
health_beauty,36.9,5.0
sports_leisure,33.4,5.0
bed_bath_table,45.95,5.0
garden_tools,12.49,3.0
garden_tools,12.49,3.0
sports_leisure,26.99,1.0
pet_shop,42.99,5.0
health_beauty,59.9,4.0
fashio_female_clothing,29.99,4.0
fashio_female_clothing,29.99,4.0
fashio_female_clothing,29.99,4.0
fashio_female_clothing,29.99,4.0
sports_leisure,49.49,4.0
sports_leisure,19.9,3.0
health_beauty,29.9,5.0
baby,109.9,1.0
furniture_decor,99.9,1.0
art,139.99,1.0
furniture_decor,60.0,5.0
bed_bath_table,165.99,4.0
bed_bath_table,139.99,5.0
health_beauty,64.99,5.0
food,27.9,4.0
computers_accessories,89.9,3.0
sports_leisure,219.9,3.0
telephony,49.0,4.0
sports_leisure,159.99,5.0
toys,39.0,2.0
garden_tools,50.0,4.0
health_beauty,19.99,5.0
health_beauty,64.99,5.0
garden_tools,649.99,3.0
furniture_decor,48.9,5.0
signaling_and_security,100.0,3.0
signaling_and_security,100.0,3.0
auto,108.9,5.0
unknown,159.77,5.0
bed_bath_table,107.99,1.0
watches_gifts,29.0,5.0
baby,47.9,5.0
electronics,59.0,5.0
sports_leisure,89.9,1.0
cool_stuff,188.0,5.0
garden_tools,16.17,1.0
furniture_living_room,56.9,1.0
sports_leisure,169.9,5.0
kitchen_dining_laundry_garden_furniture,449.9,3.0
garden_tools,120.0,4.0
computers_accessories,21.99,3.0
sports_leisure,96.8,5.0
sports_leisure,41.33,5.0
watches_gifts,145.0,4.0
electronics,369.9,5.0
garden_tools,379.0,4.0
luggage_accessories,109.0,5.0
home_confort,118.9,1.0
sports_leisure,259.99,4.0
cool_stuff,238.0,4.0
unknown,722.5,4.0
telephony,24.99,5.0
telephony,13.98,3.0
toys,64.99,4.0
computers_accessories,99.99,1.0
toys,74.8,5.0
auto,49.9,5.0
health_beauty,589.0,5.0
health_beauty,43.9,5.0
sports_leisure,23.3,4.0
telephony,829.0,1.0
cool_stuff,219.99,3.0
auto,39.9,4.0
housewares,104.9,5.0
home_appliances,39.4,5.0
sports_leisure,69.9,4.0
garden_tools,199.9,5.0
computers_accessories,27.9,5.0
housewares,164.9,5.0
housewares,164.9,5.0
telephony,399.99,1.0
telephony,219.0,3.0
fashion_bags_accessories,49.0,4.0
auto,135.0,5.0
sports_leisure,149.9,4.0
furniture_decor,39.99,5.0
construction_tools_construction,169.0,5.0
watches_gifts,790.0,5.0
pet_shop,110.0,4.0
auto,29.3,5.0
electronics,14.9,5.0
construction_tools_construction,80.0,5.0
furniture_decor,239.0,1.0
books_general_interest,109.9,5.0
auto,50.49,2.0
auto,139.99,5.0
auto,139.99,5.0
bed_bath_table,109.9,5.0
garden_tools,53.9,5.0
garden_tools,53.9,5.0
sports_leisure,179.0,5.0
cool_stuff,129.99,3.0
baby,65.0,5.0
construction_tools_construction,219.0,5.0
fashion_underwear_beach,183.0,5.0
fashion_underwear_beach,183.0,5.0
furniture_decor,149.9,5.0
fashion_bags_accessories,23.99,5.0
small_appliances,88.0,5.0
air_conditioning,465.52,5.0
air_conditioning,465.52,5.0
computers_accessories,179.99,3.0
health_beauty,15.5,5.0
bed_bath_table,41.14,4.0
stationery,79.0,5.0
watches_gifts,24.9,4.0
furniture_decor,97.9,3.0
bed_bath_table,75.27,3.0
bed_bath_table,75.27,3.0
computers_accessories,180.0,3.0
bed_bath_table,153.0,5.0
books_general_interest,31.5,5.0
sports_leisure,271.0,1.0
computers_accessories,79.99,5.0
bed_bath_table,89.9,3.0
garden_tools,59.9,5.0
unknown,179.0,5.0
watches_gifts,169.9,1.0
cool_stuff,125.0,4.0
watches_gifts,190.83,4.0
auto,49.9,5.0
luggage_accessories,82.9,4.0
baby,149.9,5.0
food_drink,39.0,5.0
perfumery,56.99,4.0
furniture_decor,189.9,5.0
toys,74.99,5.0
housewares,449.0,5.0
perfumery,189.9,3.0
furniture_decor,69.9,5.0
electronics,49.0,5.0
sports_leisure,49.9,4.0
construction_tools_lights,297.0,5.0
computers_accessories,95.0,5.0
housewares,15.9,4.0
furniture_living_room,89.0,4.0
watches_gifts,249.0,3.0
toys,55.65,5.0
sports_leisure,99.9,5.0
pet_shop,45.0,5.0
drinks,47.49,5.0
toys,11.9,5.0
pet_shop,179.9,5.0
bed_bath_table,59.9,1.0
telephony,41.99,5.0
perfumery,68.34,5.0
housewares,498.99,5.0
sports_leisure,195.9,5.0
bed_bath_table,199.0,1.0
health_beauty,78.0,4.0
electronics,60.9,4.0
cool_stuff,69.9,5.0
furniture_decor,59.99,3.0
bed_bath_table,119.99,4.0
furniture_decor,19.9,4.0
perfumery,85.0,5.0
furniture_decor,100.0,5.0
computers_accessories,149.9,1.0
bed_bath_table,54.9,5.0
furniture_decor,29.9,5.0
furniture_decor,29.9,5.0
fashion_bags_accessories,115.0,4.0
books_general_interest,37.9,5.0
health_beauty,129.78,4.0
small_appliances,4799.0,5.0
housewares,16.99,4.0
housewares,79.9,5.0
electronics,13.65,5.0
bed_bath_table,56.99,3.0
furniture_decor,258.0,5.0
watches_gifts,24.9,5.0
auto,15.9,5.0
housewares,89.0,2.0
housewares,89.0,2.0
housewares,71.0,4.0
garden_tools,89.99,4.0
health_beauty,733.95,5.0
health_beauty,69.9,1.0
luggage_accessories,299.9,5.0
watches_gifts,219.9,5.0
kitchen_dining_laundry_garden_furniture,409.0,4.0
sports_leisure,329.0,5.0
health_beauty,34.9,4.0
auto,27.7,3.0
fashion_bags_accessories,16.99,1.0
auto,429.9,3.0
garden_tools,251.51,5.0
housewares,48.0,3.0
housewares,48.0,3.0
fixed_telephony,314.9,5.0
computers_accessories,179.0,5.0
computers_accessories,79.0,3.0
toys,69.99,4.0
pet_shop,105.0,4.0
signaling_and_security,134.0,4.0
signaling_and_security,134.0,4.0
books_general_interest,29.9,5.0
home_confort,24.9,5.0
bed_bath_table,65.99,5.0
perfumery,49.9,5.0
watches_gifts,179.9,5.0
bed_bath_table,44.9,5.0
watches_gifts,818.0,4.0
sports_leisure,24.99,4.0
garden_tools,120.0,4.0
sports_leisure,339.0,1.0
baby,79.9,4.0
fashion_shoes,169.99,5.0
garden_tools,49.9,3.0
luggage_accessories,49.9,3.0
cool_stuff,249.9,5.0
watches_gifts,859.99,4.0
perfumery,279.0,5.0
health_beauty,129.9,4.0
watches_gifts,1400.0,5.0
computers_accessories,2999.89,5.0
computers_accessories,39.9,3.0
pet_shop,115.9,5.0
perfumery,18.9,4.0
garden_tools,329.0,5.0
toys,139.8,4.0
cool_stuff,610.0,4.0
office_furniture,86.99,2.0
health_beauty,284.0,5.0
toys,225.0,1.0
health_beauty,29.9,5.0
health_beauty,59.9,5.0
toys,49.99,5.0
housewares,89.9,5.0
home_appliances,11.4,1.0
cool_stuff,199.98,5.0
luggage_accessories,49.9,3.0
sports_leisure,69.9,5.0
small_appliances,245.99,3.0
garden_tools,179.9,5.0
housewares,23.99,5.0
perfumery,118.0,5.0
perfumery,118.0,5.0
housewares,179.0,5.0
construction_tools_construction,79.0,5.0
food_drink,19.9,5.0
furniture_decor,76.45,5.0
housewares,44.9,4.0
unknown,122.99,5.0
unknown,122.99,5.0
telephony,33.87,1.0
cool_stuff,29.5,5.0
drinks,20.85,3.0
drinks,20.85,3.0
drinks,20.85,3.0
drinks,20.85,3.0
drinks,20.85,3.0
construction_tools_safety,99.25,5.0
construction_tools_safety,351.0,5.0
unknown,129.99,1.0
furniture_decor,17.9,1.0
computers_accessories,12.88,4.0
diapers_and_hygiene,60.0,4.0
health_beauty,405.89,5.0
unknown,109.03,1.0
bed_bath_table,68.9,5.0
bed_bath_table,139.9,4.0
sports_leisure,79.0,5.0
flowers,22.8,5.0
stationery,79.9,5.0
computers_accessories,149.9,1.0
garden_tools,179.99,2.0
pet_shop,179.9,5.0
sports_leisure,69.9,5.0
auto,199.99,5.0
computers_accessories,18.9,4.0
stationery,64.9,5.0
telephony,209.0,5.0
musical_instruments,269.0,4.0
cool_stuff,29.5,1.0
computers_accessories,69.99,4.0
perfumery,30.5,5.0
computers_accessories,66.9,5.0
books_general_interest,524.9,5.0
computers_accessories,149.9,4.0
sports_leisure,89.9,5.0
auto,160.0,4.0
stationery,129.9,1.0
fashion_bags_accessories,39.9,5.0
books_general_interest,19.95,5.0
audio,467.0,1.0
housewares,32.0,1.0
housewares,32.0,1.0
health_beauty,160.0,5.0
auto,24.49,5.0
housewares,195.0,5.0
housewares,104.9,1.0
watches_gifts,45.0,5.0
bed_bath_table,39.0,4.0
health_beauty,150.0,3.0
health_beauty,100.0,5.0
pet_shop,71.6,2.0
unknown,98.0,2.0
fashion_bags_accessories,49.9,5.0
health_beauty,439.65,5.0
watches_gifts,26.69,1.0
toys,129.9,3.0
garden_tools,59.9,4.0
telephony,18.49,5.0
electronics,119.99,5.0
electronics,119.99,5.0
electronics,119.99,5.0
electronics,119.99,5.0
watches_gifts,168.9,5.0
auto,22.4,5.0
toys,57.99,4.0
housewares,389.9,5.0
computers_accessories,149.9,5.0
computers_accessories,149.9,5.0
health_beauty,279.0,3.0
garden_tools,72.8,5.0
furniture_decor,51.92,2.0
watches_gifts,87.67,1.0
stationery,69.0,5.0
stationery,69.9,5.0
home_appliances,35.0,4.0
housewares,31.9,5.0
cool_stuff,269.0,5.0
computers_accessories,100.0,5.0
computers_accessories,100.0,5.0
construction_tools_lights,250.0,4.0
home_construction,827.99,5.0
sports_leisure,33.49,4.0
sports_leisure,59.9,5.0
sports_leisure,69.9,5.0
computers_accessories,79.99,3.0
telephony,29.99,3.0
baby,428.0,4.0
health_beauty,90.0,5.0
computers_accessories,46.73,5.0
electronics,39.0,5.0
furniture_decor,59.8,4.0
sports_leisure,69.9,4.0
housewares,36.9,1.0
construction_tools_construction,125.0,5.0
baby,56.99,5.0
computers_accessories,79.0,1.0
watches_gifts,349.0,3.0
watches_gifts,585.0,5.0
sports_leisure,154.9,5.0
perfumery,119.0,4.0
computers_accessories,196.0,5.0
computers_accessories,196.0,5.0
housewares,68.4,5.0
baby,69.9,5.0
fashion_shoes,56.8,5.0
auto,16.99,5.0
housewares,1150.0,5.0
furniture_decor,99.9,5.0
furniture_decor,39.9,5.0
small_appliances,849.0,3.0
small_appliances,849.0,3.0
small_appliances,849.0,3.0
bed_bath_table,59.9,5.0
bed_bath_table,19.9,1.0
unknown,139.77,5.0
garden_tools,53.9,5.0
bed_bath_table,139.9,5.0
home_appliances,11.8,5.0
unknown,49.77,5.0
bed_bath_table,235.0,5.0
pet_shop,94.9,5.0
stationery,48.0,4.0
health_beauty,37.9,5.0
industry_commerce_and_business,118.0,5.0
housewares,47.2,5.0
costruction_tools_garden,67.9,5.0
toys,319.9,1.0
sports_leisure,27.9,5.0
housewares,129.97,3.0
cool_stuff,265.0,5.0
consoles_games,949.99,4.0
furniture_decor,61.2,3.0
telephony,179.99,4.0
bed_bath_table,69.9,5.0
bed_bath_table,69.9,5.0
bed_bath_table,69.9,5.0
electronics,469.0,5.0
sports_leisure,42.0,5.0
sports_leisure,42.0,5.0
sports_leisure,42.0,5.0
sports_leisure,42.0,5.0
garden_tools,24.5,5.0
sports_leisure,40.5,4.0
health_beauty,118.9,3.0
art,69.99,5.0
electronics,23.7,3.0
watches_gifts,726.35,3.0
sports_leisure,59.9,5.0
furniture_decor,39.9,2.0
furniture_decor,39.9,2.0
furniture_decor,9.99,2.0
furniture_decor,9.99,2.0
home_construction,54.7,2.0
home_construction,54.4,2.0
home_construction,54.4,2.0
office_furniture,209.99,5.0
housewares,13.99,5.0
garden_tools,16.17,2.0
electronics,18.9,5.0
pet_shop,95.0,5.0
health_beauty,28.9,4.0
cine_photo,130.0,5.0
sports_leisure,105.89,5.0
housewares,52.9,5.0
garden_tools,120.0,4.0
furniture_decor,149.96,4.0
fashion_underwear_beach,155.0,5.0
furniture_decor,279.9,5.0
pet_shop,60.0,5.0
pet_shop,60.0,5.0
pet_shop,60.0,5.0
pet_shop,60.0,5.0
pet_shop,60.0,5.0
pet_shop,60.0,5.0
bed_bath_table,135.0,5.0
bed_bath_table,99.0,4.0
sports_leisure,29.99,5.0
fashion_bags_accessories,35.0,4.0
toys,24.99,5.0
garden_tools,49.9,5.0
sports_leisure,194.99,5.0
perfumery,119.0,5.0
perfumery,119.0,5.0
sports_leisure,255.0,5.0
computers_accessories,69.0,1.0
bed_bath_table,26.9,5.0
home_confort,139.99,5.0
auto,119.0,5.0
drinks,17.8,5.0
furniture_decor,59.9,5.0
fashion_bags_accessories,99.95,4.0
perfumery,13.0,1.0
bed_bath_table,114.9,4.0
cool_stuff,166.99,4.0
computers_accessories,149.9,5.0
furniture_decor,59.9,5.0
telephony,12.99,5.0
telephony,21.99,5.0
toys,120.99,1.0
stationery,99.9,5.0
auto,143.8,5.0
pet_shop,27.99,5.0
pet_shop,27.99,5.0
bed_bath_table,89.9,4.0
auto,110.0,5.0
health_beauty,59.99,1.0
telephony,235.9,5.0
bed_bath_table,53.99,5.0
musical_instruments,59.9,4.0
health_beauty,59.99,5.0
bed_bath_table,32.99,5.0
watches_gifts,982.0,5.0
electronics,27.45,5.0
cool_stuff,49.95,5.0
bed_bath_table,113.57,1.0
housewares,59.9,3.0
computers_accessories,119.99,5.0
housewares,32.99,5.0
health_beauty,24.9,5.0
perfumery,56.99,4.0
telephony,39.9,1.0
health_beauty,476.5,5.0
health_beauty,39.99,4.0
telephony,24.99,5.0
health_beauty,31.99,1.0
bed_bath_table,74.99,3.0
watches_gifts,248.0,5.0
bed_bath_table,189.9,4.0
bed_bath_table,48.0,3.0
electronics,19.9,4.0
computers_accessories,70.0,4.0
pet_shop,109.99,5.0
bed_bath_table,89.9,1.0
home_confort,89.9,1.0
computers_accessories,148.99,5.0
telephony,24.9,5.0
baby,109.99,1.0
food_drink,14.9,2.0
sports_leisure,59.9,1.0
sports_leisure,59.9,1.0
watches_gifts,93.9,5.0
telephony,73.99,1.0
telephony,73.99,1.0
furniture_decor,75.0,4.0
computers_accessories,14.99,1.0
telephony,29.99,2.0
small_appliances,12.99,4.0
small_appliances,12.99,4.0
small_appliances,12.99,4.0
computers_accessories,139.0,4.0
auto,147.9,1.0
auto,169.0,1.0
bed_bath_table,205.0,5.0
bed_bath_table,92.0,1.0
garden_tools,53.9,1.0
health_beauty,92.0,5.0
bed_bath_table,59.99,5.0
toys,188.99,5.0
health_beauty,84.9,1.0
fashion_bags_accessories,148.9,5.0
health_beauty,197.9,5.0
health_beauty,89.99,5.0
health_beauty,38.9,5.0
stationery,169.0,2.0
auto,73.8,5.0
musical_instruments,59.9,5.0
musical_instruments,59.9,5.0
sports_leisure,67.9,5.0
computers_accessories,288.92,4.0
electronics,15.0,2.0
bed_bath_table,79.9,3.0
consoles_games,332.0,5.0
health_beauty,299.99,5.0
housewares,44.9,5.0
air_conditioning,189.0,3.0
sports_leisure,34.99,4.0
bed_bath_table,79.9,4.0
sports_leisure,99.9,5.0
bed_bath_table,34.9,5.0
bed_bath_table,12.9,1.0
health_beauty,45.4,5.0
health_beauty,45.4,5.0
housewares,168.98,3.0
health_beauty,34.0,4.0
cool_stuff,99.99,5.0
agro_industry_and_commerce,56.81,4.0
watches_gifts,179.75,5.0
telephony,27.99,1.0
health_beauty,420.0,5.0
toys,55.5,5.0
housewares,239.0,4.0
sports_leisure,411.0,5.0
sports_leisure,9.0,5.0
bed_bath_table,99.0,2.0
bed_bath_table,99.0,2.0
telephony,27.99,5.0
baby,99.49,5.0
consoles_games,75.0,5.0
consoles_games,75.0,5.0
bed_bath_table,78.0,5.0
health_beauty,326.16,1.0
health_beauty,19.99,5.0
books_general_interest,19.95,5.0
unknown,21.1,5.0
electronics,25.9,5.0
auto,49.9,5.0
auto,49.9,5.0
baby,169.9,4.0
luggage_accessories,189.9,5.0
computers_accessories,24.99,5.0
auto,40.0,3.0
fixed_telephony,33.0,5.0
furniture_living_room,79.99,4.0
watches_gifts,49.0,2.0
books_general_interest,137.4,1.0
health_beauty,69.99,1.0
computers_accessories,124.89,4.0
perfumery,96.99,1.0
bed_bath_table,46.0,5.0
furniture_decor,139.9,5.0
furniture_decor,139.9,5.0
auto,134.9,4.0
furniture_decor,174.8,5.0
furniture_decor,208.9,5.0
furniture_living_room,57.9,3.0
furniture_living_room,57.9,3.0
bed_bath_table,89.9,3.0
fashion_bags_accessories,49.0,5.0
construction_tools_safety,379.94,1.0
health_beauty,110.0,5.0
health_beauty,43.48,2.0
garden_tools,33.63,5.0
garden_tools,159.9,5.0
cool_stuff,99.99,3.0
furniture_decor,150.0,5.0
stationery,45.0,5.0
cool_stuff,259.99,5.0
health_beauty,20.9,4.0
health_beauty,20.9,4.0
perfumery,99.9,5.0
health_beauty,79.99,5.0
air_conditioning,130.0,5.0
watches_gifts,717.71,1.0
baby,110.0,2.0
telephony,13.98,5.0
perfumery,84.99,5.0
books_technical,57.49,5.0
furniture_decor,37.9,5.0
perfumery,56.99,4.0
bed_bath_table,90.0,5.0
telephony,12.97,4.0
garden_tools,59.0,5.0
unknown,97.99,5.0
fashion_bags_accessories,49.9,5.0
watches_gifts,69.5,5.0
furniture_living_room,62.9,3.0
watches_gifts,213.9,4.0
unknown,84.8,1.0
auto,169.9,5.0
sports_leisure,148.8,2.0
perfumery,189.9,5.0
health_beauty,17.89,4.0
sports_leisure,21.0,4.0
computers_accessories,177.0,4.0
health_beauty,59.9,4.0
watches_gifts,39.0,5.0
watches_gifts,29.0,5.0
health_beauty,32.9,5.0
unknown,97.99,5.0
computers_accessories,39.9,5.0
health_beauty,129.9,1.0
fashion_bags_accessories,10.5,5.0
fashion_bags_accessories,13.3,5.0
housewares,58.9,4.0
garden_tools,179.0,5.0
health_beauty,19.49,5.0
housewares,69.88,2.0
housewares,34.9,5.0
computers_accessories,580.27,3.0
watches_gifts,1800.0,3.0
garden_tools,49.9,5.0
pet_shop,105.0,5.0
signaling_and_security,100.0,5.0
furniture_decor,99.9,5.0
musical_instruments,322.75,2.0
bed_bath_table,69.9,5.0
food_drink,39.9,5.0
telephony,17.99,5.0
telephony,49.0,5.0
watches_gifts,35.0,5.0
cool_stuff,199.0,5.0
health_beauty,53.5,5.0
bed_bath_table,73.0,5.0
fixed_telephony,109.8,5.0
computers_accessories,97.79,5.0
cool_stuff,19.99,1.0
cool_stuff,229.99,1.0
baby,124.99,1.0
furniture_decor,210.0,1.0
sports_leisure,78.9,3.0
bed_bath_table,79.9,1.0
bed_bath_table,35.9,3.0
bed_bath_table,26.9,3.0
telephony,27.99,5.0
auto,78.99,5.0
sports_leisure,23.8,3.0
health_beauty,110.0,5.0
bed_bath_table,24.99,3.0
housewares,154.0,4.0
perfumery,117.8,5.0
bed_bath_table,399.0,1.0
computers_accessories,69.99,4.0
perfumery,56.99,5.0
construction_tools_construction,79.9,5.0
stationery,15.99,5.0
computers_accessories,31.9,5.0
construction_tools_construction,249.9,5.0
construction_tools_construction,249.9,5.0
sports_leisure,42.9,1.0
sports_leisure,42.9,1.0
furniture_decor,93.0,5.0
bed_bath_table,56.0,3.0
bed_bath_table,56.0,3.0
toys,49.9,4.0
baby,12.9,5.0
baby,799.99,4.0
toys,299.99,4.0
auto,90.0,1.0
air_conditioning,59.9,5.0
cool_stuff,549.9,5.0
electronics,12.9,3.0
watches_gifts,110.0,5.0
bed_bath_table,53.98,5.0
furniture_decor,125.0,4.0
health_beauty,121.99,5.0
sports_leisure,120.0,1.0
baby,97.2,5.0
health_beauty,24.9,2.0
cool_stuff,259.99,4.0
watches_gifts,115.0,5.0
bed_bath_table,49.95,4.0
telephony,59.0,1.0
housewares,25.0,2.0
cool_stuff,34.9,5.0
consoles_games,69.99,5.0
toys,349.99,4.0
unknown,85.0,4.0
cool_stuff,214.0,4.0
electronics,21.9,4.0
baby,64.89,5.0
stationery,79.0,5.0
telephony,108.0,1.0
sports_leisure,243.68,4.0
telephony,9.9,5.0
toys,160.0,4.0
health_beauty,33.8,4.0
housewares,138.0,5.0
garden_tools,53.9,4.0
cool_stuff,369.0,5.0
housewares,51.9,5.0
baby,48.9,5.0
pet_shop,32.64,4.0
auto,45.0,5.0
sports_leisure,299.9,3.0
bed_bath_table,42.99,4.0
electronics,19.9,5.0
computers_accessories,70.0,4.0
tablets_printing_image,99.0,3.0
garden_tools,60.0,5.0
furniture_decor,27.9,4.0
watches_gifts,54.99,3.0
watches_gifts,54.99,3.0
watches_gifts,54.99,3.0
baby,109.99,5.0
home_appliances,10.4,1.0
pet_shop,29.9,5.0
health_beauty,9.8,4.0
furniture_decor,79.99,4.0
unknown,50.0,5.0
auto,120.0,5.0
toys,69.99,4.0
cool_stuff,199.99,5.0
housewares,45.0,2.0
office_furniture,99.98,4.5
office_furniture,99.98,4.5
office_furniture,99.98,4.5
office_furniture,99.98,4.5
office_furniture,99.98,4.5
office_furniture,99.98,4.5
perfumery,7.0,5.0
furniture_decor,129.9,4.0
toys,217.9,5.0
furniture_decor,59.8,5.0
furniture_decor,59.8,5.0
furniture_decor,59.8,5.0
stationery,69.0,4.0
home_appliances,499.25,1.0
stationery,59.9,1.0
telephony,29.99,3.0
sports_leisure,128.56,5.0
health_beauty,79.0,5.0
sports_leisure,169.99,4.0
toys,68.0,4.0
watches_gifts,179.9,5.0
health_beauty,69.0,4.0
telephony,39.99,5.0
watches_gifts,2400.0,4.0
garden_tools,139.0,5.0
auto,169.0,5.0
watches_gifts,189.0,4.0
baby,34.0,5.0
pet_shop,199.0,4.0
garden_tools,49.9,5.0
garden_tools,49.9,5.0
bed_bath_table,59.99,5.0
bed_bath_table,24.9,4.0
bed_bath_table,24.9,4.0
bed_bath_table,24.9,4.0
unknown,13.9,5.0
bed_bath_table,64.9,5.0
health_beauty,14.99,5.0
health_beauty,14.99,5.0
health_beauty,14.99,5.0
small_appliances_home_oven_and_coffee,579.0,4.0
sports_leisure,168.99,5.0
bed_bath_table,69.99,1.0
telephony,16.99,1.0
telephony,16.99,1.0
computers_accessories,45.6,5.0
fashion_shoes,29.9,1.0
small_appliances_home_oven_and_coffee,750.0,3.0
bed_bath_table,158.0,4.0
health_beauty,149.65,5.0
furniture_decor,95.0,1.0
health_beauty,467.0,4.0
garden_tools,53.9,5.0
garden_tools,53.9,5.0
watches_gifts,59.0,3.0
pet_shop,119.99,5.0
furniture_decor,102.0,5.0
bed_bath_table,45.95,5.0
stationery,49.9,5.0
construction_tools_construction,145.99,5.0
toys,44.9,5.0
auto,91.0,5.0
electronics,39.9,4.0
electronics,39.9,4.0
housewares,139.0,5.0
bed_bath_table,52.64,4.0
auto,165.0,5.0
pet_shop,79.7,5.0
health_beauty,89.99,1.0
watches_gifts,49.0,4.0
watches_gifts,78.0,3.0
telephony,27.99,4.0
bed_bath_table,199.9,5.0
health_beauty,90.0,5.0
baby,388.0,2.0
computers_accessories,19.9,5.0
computers_accessories,19.9,5.0
cool_stuff,55.9,4.0
baby,59.9,4.0
home_confort,89.9,5.0
luggage_accessories,85.4,5.0
toys,29.99,5.0
food,84.99,2.0
bed_bath_table,95.99,4.0
furniture_decor,159.0,5.0
sports_leisure,68.4,4.0
sports_leisure,85.0,1.0
bed_bath_table,149.9,1.0
toys,69.99,1.0
toys,69.99,1.0
home_construction,39.95,5.0
home_construction,39.95,5.0
pet_shop,90.0,5.0
stationery,289.9,4.0
health_beauty,370.0,1.0
fashion_bags_accessories,59.9,5.0
fashion_bags_accessories,35.0,5.0
housewares,139.0,1.0
housewares,139.0,1.0
housewares,139.0,1.0
housewares,139.0,1.0
housewares,139.0,1.0
housewares,139.0,1.0
pet_shop,29.9,3.0
auto,121.99,4.0
health_beauty,349.9,5.0
computers_accessories,189.99,5.0
toys,44.9,5.0
sports_leisure,1299.99,1.0
cool_stuff,199.0,5.0
auto,69.9,4.0
auto,57.6,5.0
audio,75.0,1.0
fashion_bags_accessories,31.0,5.0
toys,21.99,4.0
fashion_bags_accessories,29.9,5.0
fashion_bags_accessories,29.9,5.0
fashion_bags_accessories,35.0,5.0
fashion_bags_accessories,39.9,5.0
fashion_bags_accessories,29.9,5.0
fashion_bags_accessories,29.9,5.0
luggage_accessories,67.0,4.0
computers_accessories,19.99,5.0
housewares,25.0,5.0
housewares,25.0,5.0
garden_tools,49.9,5.0
garden_tools,49.9,5.0
garden_tools,59.9,5.0
telephony,19.99,3.0
bed_bath_table,124.9,4.0
health_beauty,84.99,5.0
watches_gifts,29.0,3.0
food,27.9,5.0
sports_leisure,199.9,5.0
housewares,75.66,5.0
cool_stuff,89.99,4.0
sports_leisure,65.0,4.0
watches_gifts,449.99,1.0
computers_accessories,49.99,5.0
home_construction,127.5,5.0
watches_gifts,109.9,3.0
computers_accessories,197.5,4.0
bed_bath_table,109.9,5.0
bed_bath_table,109.9,5.0
fashion_bags_accessories,59.9,5.0
housewares,26.18,3.0
market_place,79.9,3.0
sports_leisure,79.49,1.0
sports_leisure,45.9,1.0
furniture_decor,111.9,5.0
fashio_female_clothing,24.9,5.0
health_beauty,58.2,4.0
telephony,47.9,5.0
auto,117.3,5.0
health_beauty,28.9,5.0
sports_leisure,96.0,5.0
baby,269.0,1.0
health_beauty,39.99,5.0
bed_bath_table,89.9,5.0
computers_accessories,59.99,3.0
fashion_bags_accessories,250.0,2.0
watches_gifts,162.9,4.0
computers_accessories,92.0,5.0
telephony,24.99,5.0
electronics,12.9,4.0
health_beauty,527.9,5.0
sports_leisure,200.0,4.0
garden_tools,49.0,4.0
garden_tools,49.0,4.0
garden_tools,49.0,4.0
computers_accessories,213.75,1.0
bed_bath_table,89.9,3.0
toys,39.9,5.0
construction_tools_construction,118.0,5.0
housewares,79.9,5.0
toys,87.9,4.0
cool_stuff,64.9,5.0
electronics,18.9,5.0
sports_leisure,79.99,4.0
office_furniture,79.99,3.0
office_furniture,79.99,3.0
